SK_ID_CURR,TARGET
443984,0.4590838794471067
113951,0.8357118678207333
173781,0.17745336800897446
418843,0.26292732395579166
288111,0.5265478101805028
122901,0.6927384379894314
393115,0.20908499408169454
208360,0.5665622354086755
163684,0.11978944181918065
386065,0.22179215732227536
387365,0.6490701063059012
142791,0.4710671842522843
150866,0.14946116302268864
114067,0.14610643336993304
176067,0.37596284180121126
280693,0.5213379430501407
402870,0.3814913965214355
417749,0.48666385441368415
437426,0.25083910409082383
159732,0.282949057155153
417395,0.13048638842955984
240320,0.2569635706438002
363405,0.07775384331626875
367481,0.0376752074526627
137718,0.4256341788252197
270782,0.8263938039122471
407934,0.5396490208693251
141067,0.44285186205323085
344864,0.8356294664704461
440163,0.050731724192848826
140136,0.4788122187650001
411883,0.10612569611473321
241210,0.5197859871201168
236283,0.5912021807524834
402528,0.17165092152543573
204117,0.2105178799445469
193648,0.5883253486115119
100772,0.0610243530033303
217055,0.09364021800238685
107652,0.34444800079239346
309941,0.3749793959923889
262559,0.41664243226077186
310872,0.24871836830279942
137936,0.39848830592802814
203205,0.48136218213032095
146829,0.5985335530483734
137142,0.74874208286613
129813,0.32703077556045856
316066,0.3796825743237884
115440,0.12057046240160207
212696,0.4106330750198652
146191,0.32567233336101764
402740,0.5624450483164577
372956,0.882988541937639
321915,0.5121154575363897
331322,0.3935079173607392
277592,0.1644627289661769
248601,0.6845060347040768
385571,0.6036983221481721
344991,0.7786977059192572
203276,0.770923857451669
401621,0.4792250588396385
240929,0.7772340322139266
159631,0.17929324007582328
315503,0.7704199588285667
409156,0.3891402297396074
198614,0.3057055560162038
240530,0.4583789519765762
132785,0.16698819732862177
368557,0.7295223180032175
111262,0.24952758222471702
153796,0.42763934150264604
410999,0.09005241582092949
236831,0.4521095100839392
213393,0.18878378986265265
288003,0.6786919931840673
264436,0.09175668759575127
154922,0.4206447689934155
403825,0.4581063670499915
192345,0.6993297567566992
133887,0.16385906810948153
296939,0.6023655202304508
143948,0.15026438013079296
239639,0.4705661709277322
299900,0.3644483196513942
124303,0.6389273967863615
103876,0.6802468167218965
207296,0.5407797058261276
234825,0.23082502317926906
345252,0.3539356834072395
170810,0.15380212711052402
401989,0.3461964908146978
149062,0.39175268584199513
404290,0.31781904892686397
433617,0.20565414048869082
151845,0.3782739272488087
285462,0.14463641086515125
193050,0.11251599747236214
112303,0.7053145070438962
438404,0.43276335240565306
409175,0.327977283101442
167597,0.4440529054753781
414357,0.0792464177057567
185341,0.8023915392088127
240904,0.7721695671986851
415705,0.7515587322063482
218884,0.8393828031909193
322639,0.6232566864493719
190523,0.2653277471386736
326019,0.25582407853670797
240859,0.18734003793103868
133501,0.19127709958623523
232864,0.3922597822540169
139164,0.4939118762901012
437169,0.44983837001351795
354561,0.6679032752686356
441986,0.7840219721057822
125930,0.5934114365018375
197275,0.42067496919582476
331353,0.21534789877261165
455171,0.4018783230187794
361805,0.1273521310731339
382699,0.5088100323365676
244724,0.4281894578598725
108378,0.3284492435061602
365836,0.2845330446284906
173773,0.2745092784311445
146557,0.256956520276821
418013,0.1611569663416082
202692,0.4941510762858737
210239,0.4641549091169212
325005,0.056819310939075586
412348,0.676573602674569
151005,0.7459280307969185
304093,0.33067741661476696
239746,0.4845257773733203
264226,0.4962160316063277
419799,0.724087784317504
367893,0.7621785918334386
442539,0.8023319770375661
224263,0.23296797569222563
261965,0.05653174233966787
176574,0.1702229477147281
393201,0.8059857948628972
245568,0.15140606077346808
219521,0.22701983607509504
435890,0.606144573867209
156256,0.32648753636284994
135838,0.45365646116620617
181290,0.22081495988534172
213024,0.13580548671773573
365166,0.47969978605268715
395993,0.09460096033271445
445810,0.22283397030706725
228248,0.38055216880080367
439294,0.5255221515934015
189148,0.41228096702433886
368621,0.6103057102542703
219925,0.3860762761026691
243778,0.3032089587297999
403602,0.42097067913582203
350954,0.825874394170381
317955,0.7328409420311541
213983,0.14719945543165153
332243,0.49411919706914254
273017,0.702683554293427
333568,0.22738306999002983
337418,0.15840549368090615
198099,0.09476867271624605
215124,0.3184733786986058
275691,0.41319718876211997
195890,0.5612397408801376
293377,0.7231296651230031
180239,0.6854838274367618
226308,0.11706930714478712
352064,0.11019335835034585
411675,0.11215624679369948
299986,0.32033964942171034
349854,0.4853982204982136
342614,0.3039905373521908
317206,0.5775084961113387
389006,0.7583554784261505
340420,0.5655550997911705
350203,0.4214257962895168
390621,0.6132240465358084
274182,0.18246923347729385
410464,0.32625797856280125
346672,0.6776248108574244
232466,0.14997089930754434
219368,0.5569091319141576
258345,0.7526494544360994
115708,0.08451448868666492
329972,0.6432063343247765
452291,0.5445884972949736
316781,0.33573776728771304
256511,0.5861096308257053
393886,0.6961516498046606
191907,0.2202804263784055
248978,0.6295224669920192
409158,0.784963352116835
434468,0.40272435692716435
371824,0.5670068313654206
167491,0.22972680310452634
429356,0.46814095698435504
110487,0.09165943419900026
259274,0.23432045946938684
245222,0.6249417599303387
156200,0.6391978094851317
336063,0.35535870989874535
146652,0.6190760755292214
393642,0.3538835785793923
428764,0.1060873911364162
109413,0.4436705487496871
397025,0.3454559058511643
154690,0.5655974396310413
129183,0.51521066691128
311509,0.8355757118672772
420613,0.3958021803035096
358810,0.31079989282419945
257861,0.5316662434629618
155240,0.7531018253613994
291241,0.8162655339882307
454436,0.2978076615095069
188389,0.3830732756815878
183463,0.48745955814616826
217271,0.8036050881988439
298426,0.3191938127272943
304194,0.5427652143757532
128859,0.39776848236214163
129619,0.4174721004939708
120581,0.6136984897255954
397191,0.3742650362629614
167427,0.6951018060052501
442049,0.6665351133424212
180559,0.8134144269015956
113992,0.34645925526513216
242622,0.2904802375361872
296546,0.5680929079930687
189747,0.3910844346359168
453476,0.6817574019907269
214358,0.49288151651455325
303584,0.41121152772320846
218873,0.7868059691990726
107460,0.21694630919731273
413595,0.46320432435504977
117753,0.31491491957398043
153033,0.7845300040889538
252151,0.3361640866727686
144780,0.6744955818952308
400525,0.42654570428515326
184325,0.22537202637278916
433575,0.2150551289416646
321107,0.49593320192728857
441979,0.08914425690670703
118386,0.5113878960232822
221227,0.7339196678967674
313524,0.14449563744290259
123207,0.7809695067336299
205142,0.17021137865082947
412640,0.23173414965512018
169483,0.3647576015567337
347763,0.11978442408898876
154264,0.34316772796114664
312804,0.0
269652,0.3852804451744012
177047,0.15055905877618259
388460,0.1010437261823065
172896,0.31760102121352585
269620,0.5997727087857118
427120,0.3542190833130524
363347,0.4456638142537129
393035,0.12172556101082727
100066,0.1331321741370904
231790,0.389917026403484
332746,0.23969408485596008
417433,0.6075857356063189
360124,0.6870650431263273
309892,0.11053835234675372
283825,0.6077463964462613
128630,0.4356139196845061
179177,0.47014499375162827
367892,0.16020539289163277
246561,0.7771427674596784
354851,0.04160558220742215
370091,0.5394304244341938
196753,0.14665020108122875
191217,0.39499319862631055
119318,0.6447709835966454
230076,0.6722408474402797
248421,0.19448366510193527
170867,0.6562831443996966
226183,0.796979317508496
276446,0.46026956006728903
408658,0.5371624398132767
442505,0.2345446255948732
450398,0.017928432273291328
385405,0.7693343062649819
353177,0.2336022240449984
124826,0.230282411342426
312746,0.3705674036389796
237648,0.26041634680187487
135951,0.11616111084292288
319240,0.34924660147904313
453579,0.475728494131312
192545,0.3940299947600425
256918,0.09617816117025495
131771,0.22371223278167812
195519,0.8780568204006217
132462,0.5100162014872902
224047,0.7170774297385193
411293,0.4030427924947225
384856,0.5181642134647133
131504,0.46883692702825125
318019,0.9448376907330375
126791,0.5058590725629175
367759,0.5060173806873575
179625,0.6984247119539544
215488,0.42519848175097946
383990,0.212902226180091
237371,0.17357745608649414
